m,s_tor,tangential_current,rational_s_tor
5,0.6129891397191055,0.0004563447521921937,0.48848330397173
5,0.6145534725689341,0.0005069970308998276,0.48848330397173
5,0.6180525909340668,0.0006034110808966879,0.48848330397173
5,0.6248653470479151,0.0005769415723998108,0.48848330397173
5,0.6339862580126657,0.0004042429159608486,0.48848330397173
5,0.6443209720651727,0.0003394558931708246,0.48848330397173
5,0.6552433383598982,0.00028871437081927804,0.48848330397173
5,0.6663417597530473,0.0002696530669813817,0.48848330397173
5,0.6773710276192951,0.0003291684462174307,0.48848330397173
5,0.688047829773765,0.0004628439273709447,0.48848330397173
5,0.6978758915954021,0.0007457739380004524,0.48848330397173
5,0.7046577646043548,0.0009013086475131483,0.48848330397173
5,0.7078339714406493,0.0009308483289739882,0.48848330397173
5,0.709762221590704,0.0008960243209994664,0.48848330397173
5,0.710657542440771,0.0009074003177763353,0.48848330397173
5,0.7112641807590891,0.0008991052328423901,0.48848330397173
5,0.7117364668176576,0.000878073775065887,0.48848330397173
5,0.7121605496102487,0.0008982280687464623,0.48848330397173
5,0.7125464115661436,0.000865067536196708,0.48848330397173
5,0.7129497960047939,0.0008179157252240214,0.48848330397173
5,0.7134067533527156,0.0008386038562377299,0.48848330397173
5,0.7139910409170689,0.0008320225470372293,0.48848330397173
5,0.7147954392385885,0.0007951054483636688,0.48848330397173
5,0.7161355196300384,0.0007790863578122097,0.48848330397173
5,0.7189106540325502,0.0006656260767823721,0.48848330397173
5,0.7247504147697801,0.0005157069897529408,0.48848330397173
5,0.7337769518479527,0.00030301022604945025,0.48848330397173
5,0.7445134909587583,0.0002471404387876099,0.48848330397173
5,0.7556871156074723,0.0002965012755104083,0.48848330397173
5,0.7670070514878989,0.00034803849203209736,0.48848330397173
5,0.7772260495585382,0.000523806253157013,0.48848330397173
5,0.7849921974545211,0.0008505132012777772,0.48848330397173
5,0.7900614569180684,0.0010567952047115662,0.48848330397173
5,0.7921716063479649,0.0011141402535755599,0.48848330397173
5,0.7933501098083949,0.0011402833223572452,0.48848330397173
5,0.7941809698775723,0.001177922565676682,0.48848330397173
5,0.794686495362746,0.0023353233238339035,0.48848330397173
5,0.7951925552751617,0.004248343098797331,0.48848330397173
5,0.7956074149922363,0.0028766773846140067,0.48848330397173
5,0.7959979476580268,0.0011373554987442085,0.48848330397173
5,0.7963887715086381,0.001031896083707525,0.48848330397173
5,0.7968915080621912,0.0011319324125629315,0.48848330397173
5,0.7974651597230579,0.0013297595616734526,0.48848330397173
5,0.7981564225448036,0.0010448365944523345,0.48848330397173
5,0.799235074093926,0.0010492512502818913,0.48848330397173
5,0.8012286767779236,0.0010596193020606973,0.48848330397173
5,0.8054490941008836,0.0009349518234173659,0.48848330397173
5,0.8127839230667862,0.0004939026785080264,0.48848330397173
5,0.8225120844269674,0.000560881035082431,0.48848330397173
5,0.8333846897654696,0.0019291006442902748,0.48848330397173
5,0.843357604447922,0.002010307917934306,0.48848330397173
5,0.8515907145832597,0.0016486519373507835,0.48848330397173
5,0.8562510987817241,0.002604146417555187,0.48848330397173
5,0.8585007081901389,0.003743790330586379,0.48848330397173
5,0.8597760056887205,0.0027311535826318994,0.48848330397173
5,0.8605557361539968,0.004435715069826555,0.48848330397173
5,0.8612596122721404,0.002444746315104369,0.48848330397173
5,0.8616898153681766,0.0026476968901350886,0.48848330397173
5,0.8621165187819985,0.0025670662323411513,0.48848330397173
5,0.8625435679859254,0.0029626736128572943,0.48848330397173
5,0.8629795027617102,0.00350462124330088,0.48848330397173
5,0.8634167858869513,0.0025978087905115083,0.48848330397173
5,0.8638544919966143,0.0033457152002580918,0.48848330397173
5,0.8644522135266938,0.004683956173974337,0.48848330397173
5,0.8652619503801813,0.006318306798532666,0.48848330397173
5,0.8664117780581291,0.009830747282210846,0.48848330397173
5,0.8683355056410028,0.016651567175509526,0.48848330397173
5,0.8720439236116179,0.030192897051560467,0.48848330397173
5,0.8800649151346207,0.030431137256811337,0.48848330397173
5,0.8903449251423359,0.01887048618768933,0.48848330397173
5,0.9024485934873631,0.007564214896434619,0.48848330397173
5,0.9155754611491084,0.0046497318841429375,0.48848330397173
5,0.9287086534110897,0.005134363035818321,0.48848330397173
5,0.941472249796077,0.007097707461588416,0.48848330397173
5,0.9518677402203145,0.010298174984090967,0.48848330397173
5,0.9599406442380223,0.013886502276672113,0.48848330397173
5,0.9634130667867792,0.01651658193496869,0.48848330397173
5,0.965342356432886,0.01692520220238664,0.48848330397173
5,0.9664223237696791,0.02069605223883523,0.48848330397173
5,0.9674145570056226,0.01922961430944695,0.48848330397173
5,0.9679162108730919,0.03125286461211815,0.48848330397173
5,0.9684182618066598,0.013449895265759664,0.48848330397173
5,0.9689207644176998,0.015215490170253924,0.48848330397173
