component,rho_pol,mars_rms,neort_rms,relative_residual
J1,0.990208235,0.00576838068595499,0.005774370305332177,0.002454129274464506
J1,0.990359765,0.005800971220139917,0.005794580351561304,0.0023501201643408936
J1,0.99056732,0.005730337259433372,0.005725514213822013,0.002243774458227816
J1,0.990848335,0.005562362267258818,0.00556417115526639,0.0024756696478690945
J1,0.99120906,0.005336822723609562,0.005329007502132044,0.0023838221032633456
J1,0.9915836149999999,0.0051139597721575605,0.005113553916644375,0.002533916359652414
J1,0.99189059,0.004926889960604665,0.004921873471761636,0.0023532412049529143
J1,0.992113055,0.004791563708066837,0.004787453424669058,0.0024866903656309168
J1,0.99227533,0.004692719180514159,0.00468875924746824,0.0025399346730249316
J1,0.99240478,0.004612688604873455,0.004616875457820443,0.003469875337908538
J1,0.9925164099999999,0.0045430251910189845,0.004538019561301389,0.0027844225337497327
J1,0.992622185,0.004476372354571513,0.004471976387791785,0.0028347356264466937
J1,0.992735185,0.004404553581651023,0.004402857539587196,0.0029400380789681045
J1,0.99286871,0.00431900430980654,0.004314699630077517,0.0030517832210056944
J1,0.9930383549999999,0.004209405602651011,0.004211237511962797,0.003414148619272791
J1,0.993253765,0.004068859512092751,0.00406105865008514,0.003536256734001803
