component,field,s_tor,rho_tor,spectral_norm
J1,vacuum,0.3073104855068003,0.5543559195199419,1.1144665757402842e-05
J1,vacuum,0.3146328614443143,0.5609214396368838,1.1198414552128462e-05
J1,vacuum,0.3217454966669411,0.5672261424396279,1.1233057173208226e-05
J1,vacuum,0.3281111722089387,0.5728098918567475,1.1290166369163687e-05
J1,vacuum,0.33255723870219034,0.5766777598470313,1.1326076210143168e-05
J1,vacuum,0.33473615859932726,0.5785638759889242,1.1356904800396596e-05
J1,vacuum,0.33565925249605505,0.5793610726447326,1.1395690474951446e-05
J1,vacuum,0.3361554647005448,0.5797891553837005,1.1356706181787603e-05
J1,vacuum,0.3365256096669723,0.5801082740893913,1.1368316657395567e-05
J1,vacuum,0.3368624583047103,0.5803985340304628,1.149870575978113e-05
J1,vacuum,0.33722166123638964,0.5807078966540662,1.137087452069819e-05
J1,vacuum,0.3377248539775698,0.5811409932000752,1.1451070485069664e-05
J1,vacuum,0.33862635700013033,0.5819161082150333,1.1320143826528066e-05
J1,vacuum,0.34078626223161756,0.5837690144497373,1.1293445664268603e-05
J1,vacuum,0.34522017938391336,0.5875544054671987,1.1402439292434692e-05
J1,vacuum,0.3516738426446477,0.5930209462107116,1.1472268923061048e-05
J1,vacuum,0.3591611041009175,0.5993005123482855,1.1524253090566139e-05
J1,vacuum,0.36710584646217015,0.605892603075966,1.158307019591133e-05
J1,vacuum,0.3752994149370775,0.6126168581887683,1.1653637494564304e-05
J1,vacuum,0.3836669818374884,0.6194085742363342,1.171659570319256e-05
J1,vacuum,0.392176674131664,0.6262401090090478,1.1824543199748563e-05
J1,vacuum,0.4008120856826749,0.6330972166126423,1.192757936076409e-05
J1,vacuum,0.409562812341278,0.6399709464821649,1.20049810256666e-05
J1,vacuum,0.41842022899856185,0.646854101786919,1.215493741761491e-05
J1,vacuum,0.42737474610299686,0.6537390504650895,1.2265365421933366e-05
J1,vacuum,0.436412927823286,0.6606155673485798,1.2338005765980508e-05
J1,vacuum,0.4455128406128757,0.6674674828131149,1.2451454251588398e-05
J1,vacuum,0.45461198097702016,0.6742491979802573,1.2588543710188599e-05
J1,vacuum,0.46357828692487096,0.6808658362150879,1.2711632170538254e-05
J1,vacuum,0.47206725905536595,0.6870715094190458,1.281981140960128e-05
J1,vacuum,0.47925618486703425,0.6922833125729915,1.2939913308568187e-05
J1,vacuum,0.48389623377672564,0.6956265045099458,1.3000153028585442e-05
J1,vacuum,0.4860827214835603,0.6971963292241005,1.3044499300772591e-05
J1,vacuum,0.4871029363342032,0.6979276010691963,1.3076664378799012e-05
J1,vacuum,0.4876852470722047,0.6983446477722907,1.3128814959542601e-05
J1,vacuum,0.48811767821372043,0.6986541907222202,1.3074804879432662e-05
J1,vacuum,0.48849044609004316,0.6989209154761669,1.303908722734199e-05
J1,vacuum,0.488862991315127,0.6991873792590417,1.329664286187517e-05
J1,vacuum,0.48929656206702693,0.6994973638742514,1.3105166513062406e-05
J1,vacuum,0.4899102411107535,0.6999358835713122,1.31023998210936e-05
J1,vacuum,0.4909799317748448,0.700699601665967,1.313681131135387e-05
J1,vacuum,0.49326789385940545,0.7023303310119857,1.3204564108022246e-05
J1,vacuum,0.4980385124755413,0.70571843710898,1.3242188102860368e-05
J1,vacuum,0.5054284849093915,0.7109349371844034,1.3345927126809151e-05
J1,vacuum,0.5143105644657702,0.7171544913515986,1.3494350101372262e-05
J1,vacuum,0.5238741093660677,0.7237914819656748,1.3631350972223027e-05
J1,vacuum,0.5337911950804987,0.7306101525988389,1.3790830994957803e-05
J1,vacuum,0.5439250987788624,0.737512778722418,1.3961271907712267e-05
J1,vacuum,0.5541872646433623,0.7444375491895625,1.4114220018388783e-05
J1,vacuum,0.5644992623115686,0.7513316593299982,1.4257259556420074e-05
J1,vacuum,0.5747671021549516,0.7581339605603693,1.4405274186270473e-05
J1,vacuum,0.5847821557902423,0.7647105045638135,1.4522688681902408e-05
J1,vacuum,0.5940673877504099,0.7707576712238483,1.4638313741997442e-05
J1,vacuum,0.6014953546271107,0.775561315839767,1.4690651932095803e-05
J1,vacuum,0.6059051899713626,0.77839911997083,1.4704634622530322e-05
J1,vacuum,0.6079241587818829,0.7796949139130528,1.4745617045770474e-05
J1,vacuum,0.6090151726110372,0.7803942417849052,1.4736353742077438e-05
J1,vacuum,0.6097091107216583,0.7808387226064409,1.4782978748355314e-05
J1,vacuum,0.610181854422168,0.7811413792791725,1.475998315351408e-05
J1,vacuum,0.6105826093870579,0.78139785601642,1.4854600543482092e-05
J1,vacuum,0.6109678762441525,0.7816443412730323,1.5046344459230372e-05
J1,vacuum,0.6113773304612735,0.7819062158988592,1.5071598432435767e-05
J1,vacuum,0.611874078842167,0.7822238035512388,1.4970518210938222e-05
J1,vacuum,0.6125726443979966,0.7826702015523503,1.4995921625477449e-05
J1,vacuum,0.6137713061440198,0.7834355788091448,1.4923287704243168e-05
J1,vacuum,0.6163030317515005,0.785049700179231,1.491095857000609e-05
J1,vacuum,0.621458968990991,0.788326689254519,1.4891595451716473e-05
J1,vacuum,0.6294258025302903,0.7933636004571235,1.4965148363921253e-05
J1,vacuum,0.6391536150389192,0.7994708343891722,1.5046196015511398e-05
J1,vacuum,0.6497821552125355,0.8060906619062992,1.5104444410442186e-05
J1,vacuum,0.6607925490564728,0.8128914743411157,1.519823270788761e-05
J1,vacuum,0.6718563936861712,0.8196684657141393,1.525043060749013e-05
J1,vacuum,0.6827094286965301,0.8262623243840482,1.529885476865829e-05
J1,vacuum,0.6929618606845835,0.8324433077901363,1.537910125299899e-05
J1,vacuum,0.7012668280998784,0.8374167589079397,1.5428160728946952e-05
J1,vacuum,0.7062458680225021,0.8403843573166401,1.542581819965407e-05
